Year,A CORUNA airport,AALBORG airport,AARHUS airport,AASEGARDEN airport,ABERDEEN/DYCE airport,ADANA airport,ADIYAMAN airport,ADOLFO SUAREZ MADRID-BARAJAS airport,AGEN-LA GARENNE airport,AGRI airport,AGRI/AHMED-I HANI airport,AIME CESAIRE/MARTINIQUE airport,AJACCIO-NAPOLEON-BONAPARTE airport,ALBUSKJELL F airport,ALCONBURY airport,ALDERNEY airport,ALESUND/VIGRA airport,ALEXANDROUPOLIS/DIMOKRITOS airport,ALGHERO/FERTILIA airport,ALICANTE airport,ALMERIA airport,ALMIROS/NEA ANCHIALOS airport,ALTA airport,AMASYA/MERZIFON airport,AMSTERDAM/SCHIPHOL airport,ANCONA/FALCONARA airport,ANDOYA/ANDENES airport,ANGELHOLM airport,ANGERS MARCE airport,ANGOULEME-BRIE-CHAMPNIERS airport,ANKARA/ESENBOGA airport,ANNECY-MEYTHET airport,ANTALYA airport,ANTWERPEN/DEURNE airport,AOSTA airport,ARAD airport,ARAXOS airport,ARE OSTERSUND airport,ASTURIAS airport,ASTYPALAIA airport,ATHINAI/ELEFTHERIOS VENIZELOS airport,AUGSBURG airport,AURILLAC airport,AVIGNON-CAUMONT airport,BACAU/GEORGE ENESCU airport,BADAJOZ airport,BADEN-OOS airport,BAIA MARE airport,BALE-MULHOUSE airport,BALIKESIR/KOCA SEYIT airport,BALIKESIR/MERKEZ airport,BARCELONA/EL PRAT airport,BARDUFOSS airport,BARENTSBURG airport,BARI/PALESE airport,BARRA airport,BARTH airport,BASEL airport,BASTIA-PORETTA airport,BATMAN airport,BATSFJORD airport,BAYREUTH airport,BEAUVAIS-TILLE airport,BEJA airport,BELFAST/ALDERGROVE airport,BELFAST/CITY airport,BEMBRIDGE airport,BENBECULA airport,BERGAMO/ORIO AL SERIO airport,BERGEN/FLESLAND airport,BERGEN/GRONNEVIKSOREN airport,BERGERAC-ROUMANIERE airport,BERLEVAG airport,BERLIN-SCHOENEFELD airport,BERLIN-TEGEL airport,BERLIN/TEMPELHOF airport,BERN-BELP airport,BEZIERS-VIAS airport,BIARRITZ-PAYS BASQUE airport,BIGGIN HILL airport,BILBAO airport,BILLUND airport,BINGOL airport,BIRMINGHAM airport,BJORNOYA airport,BLACKBUSHE airport,BLACKPOOL airport,BODO airport,BOLOGNA/BORGO PANIGALE airport,BOLZANO airport,BOMOEN airport,BONN-HANGELAR airport,BORDEAUX-MERIGNAC airport,BORKUM airport,BORNHOLM/RONNE airport,BOURNEMOUTH airport,BRAGANCA airport,BRATISLAVA/M.R.STEFANIK airport,BRAUNSCHWEIG-WOLFSBURG airport,BREMEN airport,BREMERHAVEN airport,BRESCIA/MONTICHIARI airport,BREST-BRETAGNE airport,BRINDISI/CASALE airport,BRISTOL airport,BRISTOL FILTON airport,BRIVE/LA ROCHE airport,BRIZE NORTON airport,BRNO/TURANY airport,BRONNOYSUND/BRONNOY airport,BRUSSELS airport,BUCURESTI/BANEASA-AUREL VLAICU airport,BUCURESTI/HENRI COANDA airport,BUDAPEST/LISZT FERENC INTERNATIONAL airport,BUOCHS airport,BURGAS airport,BURSA/YENISEHIR airport,BYDGOSZCZ/SZWEDEROWO airport,CAEN-CARPIQUET airport,CAGLIARI/ELMAS airport,CALVI-SAINTE-CATHERINE airport,CAMBRIDGE airport,CAMPBELTOWN airport,CANAKKALE airport,CANNES-MANDELIEU airport,CANNES/PALM BEACH airport,CARCASSONNE-SALVAZA airport,CARDIFF airport,CARLISLE airport,CASCAIS airport,CASTRES MAZAMET airport,CATANIA/FONTANAROSSA airport,CAYENNE-FELIX-EBOUE airport,CHALONS-VATRY airport,CHAMBERY-AIX-LES-BAINS airport,CHANIA/IOANNIS DASKALOGIANNIS airport,CHARLEROI/BRUSSELS SOUTH airport,CHATEAUROUX-DEOLS airport,CHERBOURG-MAUPERTUS airport,CHICHESTER/GOODWOOD airport,CHIOS/OMIROS airport,CLERMONT-FERRAND-AUVERGNE airport,CLUJ NAPOCA/AVRAM IANCU airport,COMISO airport,CONSTANTA/MIHAIL KOGALNICEANU airport,CORDOBA airport,CORK airport,CORVO airport,COURCHEVEL airport,COVENTRY airport,CRAIOVA airport,CRANFIELD airport,CUNEO/LEVALDIGI airport,DEAUVILLE-NORMANDIE airport,DEBRECEN airport,DENIZLI/CARDAK airport,DIJON-LONGVIC airport,DINARD PLEURTUIT SAINT MALO airport,DIYARBAKIR airport,DOKKA/THOMLEVOLD airport,DOLE-TAVAUX airport,DONAUESCHINGEN-VILLINGEN airport,DONCASTER SHEFFIELD airport,DORTMUND airport,DRESDEN airport,DUBLIN airport,DUBROVNIK/CILIPI airport,DUESSELDORF airport,DUNDEE airport,DURHAM TEES VALLEY airport,DZAOUDZI airport,EAST MIDLANDS airport,EDINBURGH airport,EGGEMOEN airport,EINDHOVEN airport,EKOFISK A airport,EKOFISK airport,ELAZIG airport,ELDFISK airport,EMDEN airport,ENONTEKIO airport,EPINAL-MIRECOURT airport,ERFURT-WEIMAR airport,ERZINCAN airport,ERZURUM airport,ESBJERG airport,ESKISEHIR/HASAN POLATKAN airport,ESSEN/MUELHEIM airport,EXETER airport,FAGERNES/LEIRIN airport,FARNBOROUGH airport,FARO airport,FARSUND/LISTA airport,FEDJE airport,FIGARI-SUD-CORSE airport,FIRENZE/PERETOLA airport,FLENSBURG-SCHAEFERHAUS airport,FLORES airport,FLORO airport,FOGGIA/GINO LISA airport,FORDE/BRINGELAND airport,FORDE/SENTRALSJUKEHUSET airport,FORLI airport,FRANKFURT-EGELSBACH airport,FRANKFURT-HAHN airport,FRANKFURT/MAIN airport,FREIBURG I.BR. airport,FRIEDRICHSHAFEN airport,FRIGG airport,FROYA/FLATVAL airport,FUERTEVENTURA airport,FUNCHAL/MADEIRA I. airport,FYRESDAL airport,GALWAY airport,GAZIANTEP airport,GAZIPASA-ALANYA airport,GDANSK IM LECHA WALESY airport,GEILO/DAGALI airport,GENEVA airport,GENOVA/SESTRI airport,GIRONA airport,GLASGOW airport,GLOUCESTERSHIRE airport,GOKCEADA airport,GOL/KLANTEN airport,GOTEBORG/LANDVETTER airport,GOTEBORG/SAVE airport,GRACIOSA airport,GRAN CANARIA airport,GRANADA/FEDERICO GARCIA LORCA GRANADA-JAEN airport,GRAZ airport,GRENCHEN airport,GRENOBLE-ISERE airport,GRONINGEN/EELDE airport,GUDRUN airport,GUERNSEY airport,GUETERSLOH airport,GULLKNAPP airport,HAKKARI/YUKSEKOVA SELAHADDIN EYYUBI airport,HALLI airport,HALMSTAD airport,HAMAR/STAFSBERG airport,HAMBURG airport,HAMBURG-FINKENWERDER airport,HAMMERFEST airport,"HAMMERFEST, FUGLENES airport",HANKO airport,HANNOVER airport,HANNOVER UIR airport,HARLE airport,HARSTAD/NARVIK/EVENES airport,HASVIK airport,HATAY airport,HATTFJELLDAL airport,HATTFJELLDAL/VOLLEN airport,HAUGESUND/KARMOY airport,HAVERFORDWEST airport,HAWARDEN airport,HEIDE-BUESUM airport,HEIDELBERG HEL airport,HELGOLAND-DUENE airport,HELSINKI-MALMI airport,HELSINKI-VANTAA airport,HERINGSDORF airport,HERNESAARI airport,HIERRO airport,HOF-PLAUEN airport,HOKKSUND airport,HONNINGSVAG/VALAN airport,HOPEN airport,HORDALAND airport,HORNMOEN airport,HORTA airport,HUMBERSIDE airport,HYERES-LE PALYVESTRE airport,HYVINKAA airport,IASI airport,IBIZA airport,IGDIR airport,IKARIA/IKAROS airport,IMMOLA airport,INGOLSTADT/MANCHING airport,INNSBRUCK airport,INVERNESS airport,IOANNINA/KING PYRROS airport,IRAKLION/NIKOS KAZANTZAKIS airport,IRELAND WEST airport,ISFJORD airport,ISLAY airport,ISLE OF MAN airport,ISPARTA/S.DEMIREL airport,ISTANBUL/ATATURK airport,ISTANBUL/SABIHA GOKCEN airport,IVALO airport,IZMIR/ADNAN MENDERES airport,JAN MAYEN airport,JARLSBERG airport,JEREZ airport,JERSEY airport,JOENSUU airport,JONKOPING airport,JUIST airport,JYVASKYLA airport,KAHRAMANMARAS airport,KAJAANI airport,KALAMATA airport,KALMAR airport,KALYMNOS airport,KAPADOKYA airport,KARLOVY VARY airport,KARLSRUHE/BADEN-BADEN airport,KARLSTAD airport,KARPATHOS airport,KARS/HARAKANI airport,KARUP airport,KASSEL-CALDEN airport,KASSOS airport,KASTAMONU airport,KASTELORIZO airport,KASTORIA/ARISTOTELIS airport,KATOWICE/PYRZOWICE airport,KAUHAVA airport,KAUNAS INTL airport,KAUTOKEINO airport,KAVALA/MEGAS ALEXANDROS airport,KAYSERI airport,KEFALLINIA/ANNA POLLATOU airport,KEFLAVIK airport,KEMI-TORNIO airport,KERKIRA/IOANNIS KAPODISTRIAS airport,KERRY airport,KIEL-HOLTENAU airport,KIRKENES/HOYBUKTMOEN airport,KIRKWALL airport,KIRUNA airport,KITHIRA/ALEXANDROS ARISTOTELOUS ONASSIS airport,KITTILA airport,KJELLER airport,KLAGENFURT airport,KOBENHAVN/KASTRUP airport,KOBENHAVN/ROSKILDE airport,KOBLENZ-WINNINGEN airport,KOCAELI/CENGIZ TOPEL airport,KOELN/BONN airport,KOKKOLA-PIETARSAARI airport,KONGSVINGER airport,KONSTANZ airport,KONYA airport,KOS/IPPOKRATIS airport,KOSICE airport,KOZANI/FILIPPOS airport,KRAKOW/BALICE airport,KRISTIANSAND/KJEVIK airport,KRISTIANSUND/KVERNBERGET airport,KRISTIN airport,KUOPIO airport,KUUSAMO airport,LA MOLE airport,LA PALMA airport,LA REUNION-ROLAND GARROS airport,LA ROCHELLE-ILE DE RE airport,LAAGE airport,LAJES airport,LAKSELV/BANAK airport,LAMEZIA TERME airport,LAMPEDUSA airport,LANDSHUT airport,LANGEOOG airport,LANNION airport,LANZAROTE airport,LAPPEENRANTA airport,LARNAKA/INTL airport,LAUSANNE-LA BLECHERETTE airport,LE CASTELLET airport,LE HAVRE-OCTEVILLE airport,LE MANS-ARNAGE airport,LE PUY-LOUDES airport,LE TOUQUET-COTE D'OPALE airport,LEEDS BRADFORD airport,LEIPZIG-ALTENBURG airport,LEIPZIG/HALLE airport,LEKNES airport,LEMWERDER airport,LENNART MERI TALLINN airport,LEON airport,LEROS airport,LERWICK/TINGWALL airport,LES EPLATURES airport,LES SAINTES/TERRE DE HAUT/FRENCH ANTILLES airport,LIEGE airport,LIEKSA-NURMES airport,LILLE-LESQUIN airport,LIMNOS/IFAISTOS airport,LIMOGES-BELLEGARDE airport,LINKOPING/SAAB airport,LINZ airport,LISBOA airport,LIVERPOOL airport,LJUBLJANA/BRNIK airport,LOCARNO airport,LODZ/LUBLINEK airport,LONDON GATWICK airport,LONDON HEATHROW airport,LONDON LUTON airport,LONDON STANSTED airport,LONDON/CITY airport,LONDONDERRY/EGLINTON airport,LORIENT-LANN-BIHOUE airport,LUBLIN airport,LUEBECK-BLANKENSEE airport,LUGANO airport,LULEA/KALLAX airport,LUNDE airport,LUQA airport,LUXEMBOURG airport,LYDD airport,LYNEHAM airport,LYON SAINT-EXUPERY airport,LYON-BRON airport,MAASTRICHT/AACHEN airport,MADEIRA airport,MAGDEBURG/CITY airport,MAGDEBURG/COCHSTEDT airport,MALAGA/COSTA DEL SOL airport,MALATYA airport,MALMO airport,MANCHESTER airport,MANCHESTER WOODFORD airport,MANDAL airport,MANNHEIM CITY airport,MANSTON airport,MARDIN airport,MARIE GALANTE airport,MARIEHAMN airport,MARSEILLE-PROVENCE airport,MEHAMN airport,MELILLA airport,MEMMINGEN airport,MENORCA airport,METZ NANCY-LORRAINE airport,MIDDLE WALLOP airport,MIKKELI airport,MIKONOS airport,MILANO/LINATE airport,MILANO/MALPENSA airport,MILDENHALL airport,MILOS airport,MITILINI/ODYSSEAS ELYTIS airport,MO I RANA/ROSSVOLL airport,MOENCHENGLADBACH airport,MOLDE/ARO airport,MONTPELLIER MEDITERRANEE airport,MOSJOEN/KJAERSTAD airport,MOSS/RYGGE airport,MUENCHEN airport,MUENSTER/OSNABRUECK airport,MUGLA/DALAMAN airport,MUGLA/MILAS-BODRUM airport,MURCIA/SAN JAVIER airport,MUS airport,NAMSOS airport,NANTES ATLANTIQUE airport,NAPOLI/CAPODICHINO airport,NARVIK/FRAMNES airport,NAXOS airport,NEWCASTLE airport,NEWQUAY airport,NICE-COTE D AZUR airport,NIEDERRHEIN airport,NIMES-GARONS airport,NORDEN-NORDDEICH airport,NORDERNEY airport,NORRKOPING/KUNGSANGEN airport,NORTHOLT airport,NORWICH airport,NOTODDEN/TUVEN airport,NUERNBERG airport,NY-ALESUND/HAMNERABBEN airport,OBERPFAFFENHOFEN airport,OESTERSUND airport,OFFENBURG airport,OLBIA/COSTA SMERALDA airport,OLD WARDEN airport,OOSTENDE/BRUGGE airport,OPPDAL/FAGERHAUG airport,ORADEA airport,OREBRO airport,ORLAND airport,ORNSKOLDSVIK airport,ORSTA-VOLDA/HOVDEN airport,OS/VAKSINEN airport,OSEBERG A airport,OSLO/GARDERMOEN airport,OST ADER/GULLKNALL airport,OSTRAVA/MOSNOV airport,Other airport - GERMANY,OUESSANT airport,OULU airport,OXFORD/KIDLINGTON airport,PADERBORN/LIPPSTADT airport,PAFOS/INTL airport,PALANGA/INTERNATIONAL airport,PALERMO/PUNTA RAISI airport,PALMA DE MALLORCA airport,PAMPLONA airport,PANTELLERIA airport,PARDUBICE airport,PARIS airport system,PARIS-CHARLES DE GAULLE airport,PARIS-ORLY airport,PARMA airport,PAROS airport,PAU-PYRENEES airport,PENZANCE airport,PERIGEUX-BASSILLAC airport,PERPIGNAN RIVESALTES airport,PERUGIA/S. FRANCESCO airport,PESCARA airport,PICO airport,PISA/S. GIUSTO airport,PLYMOUTH airport,PODGORICA airport,POINTE-A-PITRE/LE RAIZET/GUADELOUPE airport,POITIERS-BIARD airport,PONTA DELGADA airport,PORI airport,PORTIMAO airport,PORTO airport,PORTO SANTO airport,POZNAN/LAWICA airport,PRAHA/RUZYNE airport,PRESTWICK airport,PREVEZA/AKTION airport,PULA airport,PYHASALMI airport,QUIMPER-PLUGUFFAN airport,RAKKESTAD airport,RAKKESTAD/RYGGE airport,REDHILL airport,REGGIO CALABRIA airport,REGIONSYKEHUSET TC airport,REIMS/CHAMPAGNE airport,REINSVOLL airport,RENNES SAINT JACQUES airport,RETFORD/GAMSTON airport,REUS airport,RIGA airport,RIJEKA/KRK airport,RIMINI/MIRAMARE airport,RINGEBU/FRYA airport,ROCHEFORT-CHARENTE-MARITIME airport,RODEZ-AVEYRON airport,RODOS/DIAGORAS airport,ROGALAND/ORRE airport,ROGNAN airport,ROMA/CIAMPINO airport,ROMA/FIUMICINO airport,RONNEBY airport,ROROS airport,RORVIK/RYUM airport,ROST airport,ROTTERDAM airport,ROUEN-VALLEE DE SEINE airport,ROVANIEMI airport,RUEGEN airport,RZESZOW/JASIONKA airport,SAANEN airport,SAARBRUECKEN airport,SAINT BARTHELEMY/FRENCH ANTILLES airport,SAINT BRIEUC ARMOR airport,"SAINT MARTIN, GRAND CASE, GUADELOUPE airport",SAINT PIERRE PIERREFONDS airport,SAINT-ETIENNE-LOIRE airport,SAINT-NAZAIRE-MONTOIR airport,SALAMANCA airport,SALZBURG airport,SAMEDAN airport,SAMOS/ARISTARCHOS OF SAMOS airport,SAMSUN/CARSAMBA airport,SAN SEBASTIAN airport,SANDANE/ANDA airport,SANDEFJORD/TORP airport,SANDNESSJOEN/STOKKA airport,SANLIURFA/GAP airport,SANTA MARIA airport,SANTA MARIA OAC/FIC airport,SANTIAGO airport,SANTORINI airport,SAO JORGE airport,SATU MARE airport,SAVONLINNA airport,SCATSTA airport,SEINAJOKI airport,SEVE BALLESTEROS-SANTANDER airport,SEVILLA airport,SHANNON airport,SHEFFIELD CITY airport,SHOREHAM airport,SIAULIAI/INTERNATIONAL airport,SIBIU airport,SIEGERLAND airport,SIIRT airport,SINOP airport,SINSHEIM airport,SION airport,SIRNAK/SERAFETTIN ELCI airport,SITIA/VITSENTZOS KORNAROS airport,SIVAS/NURI DEMIRAG airport,SKELLEFTEA airport,SKIATHOS/ALEXANDROS PAPADIAMANDIS airport,SKIEN/GEITERYGGEN airport,SKIROS airport,SKOPJE airport,SLEIPNER A airport,SODANKYLA airport,SOFIA airport,SOGN OG FJORDANE airport,SOGNDAL/HAUKASEN airport,SONDERBORG airport,SORKJOSEN airport,SOUTH MARSTON airport,SOUTHAMPTON airport,SOUTHEND airport,SPLIT/KASTELA airport,ST. GALLEN-ALTENRHEIN airport,ST. PETER-ORDING airport,STATFJORD B airport,STAVANGER/SOLA airport,STOCKHOLM/ARLANDA airport,STOCKHOLM/BROMMA airport,STOCKHOLM/SKAVSTA airport,STOCKHOLM/VASTERAS airport,STOELLN/RHINOW airport,STOKMARKNES/SKAGEN airport,STORD/SORSTOKKEN airport,STORNOWAY airport,STRASBOURG airport System,STRASBOURG-ENTZHEIM airport,STRAUBING airport,STUTTGART airport,SUCEAVA/STEFAN CEL MARE airport,SUMBURGH airport,SUNDSVALL-TIMRA airport,SVALBARD/LONGYEAR airport,SVEA airport,SVOLVAER/HELLE airport,SWANSEA airport,SYLT airport,SYROS/DIMITRIOS VIKELAS airport,SZCZECIN/GOLENIOW airport,TAMPERE-PIRKKALA airport,TANA BRU (TANA BRIDGE) airport,TARANTO/GROTTAGLIE airport,TARBES LOURDES PYRENEES airport,TARGU MURES/TRANSILVANIA airport,TEKIRDAG/CORLU airport,TENERIFE NORTE airport,TENERIFE SUR/REINA SOFIA airport,THESSALONIKI/MAKEDONIA airport,THISTED airport,TIMISOARA/TRAIAN VUIA airport,TIREE airport,TIVAT airport,TOKAT airport,TORINO/CASELLE airport,TOULOUSE/BLAGNAC airport,TOURS VAL DE LOIRE airport,TRABZON airport,TRAPANI/BIRGI airport,TREVISO/S.ANGELO airport,TRIER-FOEHREN airport,TRIESTE/RONCHI DEI LEGIONARI airport,TROMSO/LANGNES airport,TRONDHEIM/VAERNES airport,TRYSIL/SAETERASEN airport,TULCEA/DELTA DUNARII airport,TURKU airport,TYNSET airport,UMEA airport,Unknown airport - FINLAND,Unknown airport - NORWAY,Unknown airport - SLOVAKIA,UNST airport,USAK airport,UTTI airport,VAASA airport,VADSO airport,VAEROY airport,VALENCIA airport,VALHALL A airport,VALLADOLID airport,VALLE/ARAKSOYENE airport,VALLHALL PH airport,VAN/FERIT MELEN airport,VARDO/SVARTNES airport,VARKAUS airport,VARNA airport,VAXJO/KRONOBERG airport,VENEZIA/TESSERA airport,VERONA/BOSCOMANTICO airport,VERONA/VILLAFRANCA airport,VIGO airport,VILA REAL airport,VILNIUS/INTERNATIONAL airport,VISBY airport,VISEU airport,VITORIA airport,WADDINGTON airport,WANGEROOGE airport,WARSZAWA/MODLIN airport,WARSZAWIA/CHOPINA airport,WICK airport,WIEN-SCHWECHAT airport,WORMS airport,WROCLAW/STRACHOWICE airport,WYK AUF FOEHR airport,YME airport,ZADAR/ZEMUNIK airport,ZAFER airport,ZAGREB/PLESO airport,ZAKINTHOS/DIONISIOS SOLOMOS airport,ZARAGOZA airport,ZONGULDAK/CAYCUMA airport,ZURICH airport,ZWEIBRUECKEN airport
1993,,,,,5945,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3844,57,3,3,,,,,,16603,,18011,3682,,,1312,,,,43371,,,186,,,,,,,,,558,,,,12930,,,,,13483,,,,,,,,,,,,,,,,,1869,,,,,,8676,2,,,,,,,,,,,2,,,,,,,,,,2402,,1,,,,,,,,,,,,,4880,,,101328,,2046,,13925,6533,,,,,,,,,,1399,,,,,,1111,,1,,,,,,,,,,,,,,,259230,,,,,,,,,,,,,77496,,,20099,641,,,,,,,,8127,,,,,3546,,,,,,,59508,,,,,,31503,,,,,,,,,6,,,,,,,,,,,,,,,,3254,,,,,,,,,8265,122,,,,,,1001,,,,,,,,,3953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,3445,151410,,,,44209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8421,,7095,,,,,,,,,,,,,,,8712,,3972,,,,141284,316500,15987,35518,11363,,,,,4010,,,,33449,231,,,,,,,,,,,89416,,,,208,,,,,,,,,,1,,,,,2,,,,,,,,,109063,4147,,,,,,,,,,15175,,,,,,,,,3061,,23099,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3084,,,,,,,,14258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,,,,,,,,,,,,,,,,,5127,917,,1290,,,,0,,,,,,,,,,,50154,,524,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,102087,,,,,,,,,,,171957,
