Origin,STRAT-LATITUDE,START-LONGITUDE,,Dest,DEST-LATITUDE,DEST-LONGITUDE
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
ABQ,35.04019928,-106.6090012,,LAX,33.94250107,-118.4079971
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,LAS,36.08010101,-115.1520004
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,OAK,37.72129822,-122.2210007
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SFO,37.61899948,-122.375
BUR,34.20069885,-118.3590012,,SJC,37.36259842,-121.9290009
BUR,34.20069885,-118.3590012,,SJC,37.36259842,-121.9290009
BUR,34.20069885,-118.3590012,,SJC,37.36259842,-121.9290009
BUR,34.20069885,-118.3590012,,SJC,37.36259842,-121.9290009
BUR,34.20069885,-118.3590012,,SJC,37.36259842,-121.9290009
BUR,34.20069885,-118.3590012,,SJC,37.36259842,-121.9290009
BUR,34.20069885,-118.3590012,,SJC,37.36259842,-121.9290009
BUR,34.20069885,-118.3590012,,SJC,37.36259842,-121.9290009
BUR,34.20069885,-118.3590012,,SJC,37.36259842,-121.9290009
BUR,34.20069885,-118.3590012,,SJC,37.36259842,-121.9290009
BUR,34.20069885,-118.3590012,,SJC,37.36259842,-121.9290009
BUR,34.20069885,-118.3590012,,SJC,37.36259842,-121.9290009
BUR,34.20069885,-118.3590012,,SJC,37.36259842,-121.9290009
BUR,34.20069885,-118.3590012,,SJC,37.36259842,-121.9290009
BUR,34.20069885,-118.3590012,,SJC,37.36259842,-121.9290009
BUR,34.20069885,-118.3590012,,SJC,37.36259842,-121.9290009
BUR,34.20069885,-118.3590012,,SJC,37.36259842,-121.9290009
BUR,34.20069885,-118.3590012,,SJC,37.36259842,-121.9290009
BUR,34.20069885,-118.3590012,,SJC,37.36259842,-121.9290009
BUR,34.20069885,-118.3590012,,SJC,37.36259842,-121.9290009
BUR,34.20069885,-118.3590012,,SJC,37.36259842,-121.9290009
BUR,34.20069885,-118.3590012,,SJC,37.36259842,-121.9290009
BUR,34.20069885,-118.3590012,,SMF,38.69540024,-121.5910034
BUR,34.20069885,-118.3590012,,SMF,38.69540024,-121.5910034
BUR,34.20069885,-118.3590012,,SMF,38.69540024,-121.5910034
BUR,34.20069885,-118.3590012,,SMF,38.69540024,-121.5910034
BUR,34.20069885,-118.3590012,,SMF,38.69540024,-121.5910034
BUR,34.20069885,-118.3590012,,SMF,38.69540024,-121.5910034
BUR,34.20069885,-118.3590012,,SMF,38.69540024,-121.5910034
BUR,34.20069885,-118.3590012,,SMF,38.69540024,-121.5910034
BUR,34.20069885,-118.3590012,,SMF,38.69540024,-121.5910034
BUR,34.20069885,-118.3590012,,SMF,38.69540024,-121.5910034
BUR,34.20069885,-118.3590012,,SMF,38.69540024,-121.5910034
BUR,34.20069885,-118.3590012,,SMF,38.69540024,-121.5910034
BUR,34.20069885,-118.3590012,,SMF,38.69540024,-121.5910034
BUR,34.20069885,-118.3590012,,SMF,38.69540024,-121.5910034
BUR,34.20069885,-118.3590012,,SMF,38.69540024,-121.5910034
BUR,34.20069885,-118.3590012,,SMF,38.69540024,-121.5910034
BUR,34.20069885,-118.3590012,,SMF,38.69540024,-121.5910034
BUR,34.20069885,-118.3590012,,SMF,38.69540024,-121.5910034
BUR,34.20069885,-118.3590012,,SMF,38.69540024,-121.5910034
BUR,34.20069885,-118.3590012,,SMF,38.69540024,-121.5910034
BUR,34.20069885,-118.3590012,,SMF,38.69540024,-121.5910034
BUR,34.20069885,-118.3590012,,SMF,38.69540024,-121.5910034
BUR,34.20069885,-118.3590012,,SMF,38.69540024,-121.5910034
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
LAS,36.08010101,-115.1520004,,LAX,33.94250107,-118.4079971
